#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  7.30e+05  |2696708886|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|  20|   1000000|     100|0.46931789|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.61175195|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.27246807|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.72652686|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.86830840|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.67896854|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.21880057|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.03686297|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.42871740|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.91925274|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.04938187|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.65617896|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.25329907|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.21954742|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.40719857|  PASSED  
             dab_dct| 256|     50000|       1|0.32506558|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.50280147|  PASSED  
        dab_filltree|  32|  15000000|       1|0.49972406|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.55664208|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.73954303|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.86017679|  PASSED  
