#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  5.32e+05  |3506808011|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
rgb_minimum_distance|   2|     10000|    1000|0.57196456|  PASSED  
rgb_minimum_distance|   3|     10000|    1000|0.24179743|  PASSED  
rgb_minimum_distance|   4|     10000|    1000|0.33532626|  PASSED  
rgb_minimum_distance|   5|     10000|    1000|0.01288250|  PASSED  
    rgb_permutations|   2|    100000|     100|0.57598143|  PASSED  
    rgb_permutations|   3|    100000|     100|0.91227317|  PASSED  
    rgb_permutations|   4|    100000|     100|0.35860133|  PASSED  
    rgb_permutations|   5|    100000|     100|0.07602532|  PASSED  
      rgb_lagged_sum|   0|   1000000|     100|0.81469041|  PASSED  
      rgb_lagged_sum|   1|   1000000|     100|0.95947886|  PASSED  
      rgb_lagged_sum|   2|   1000000|     100|0.40302190|  PASSED  
      rgb_lagged_sum|   3|   1000000|     100|0.72040415|  PASSED  
      rgb_lagged_sum|   4|   1000000|     100|0.75226132|  PASSED  
      rgb_lagged_sum|   5|   1000000|     100|0.19622814|  PASSED  
      rgb_lagged_sum|   6|   1000000|     100|0.05783658|  PASSED  
      rgb_lagged_sum|   7|   1000000|     100|0.49266249|  PASSED  
      rgb_lagged_sum|   8|   1000000|     100|0.20313657|  PASSED  
      rgb_lagged_sum|   9|   1000000|     100|0.01030189|  PASSED  
      rgb_lagged_sum|  10|   1000000|     100|0.82837207|  PASSED  
      rgb_lagged_sum|  11|   1000000|     100|0.19178445|  PASSED  
      rgb_lagged_sum|  12|   1000000|     100|0.20613690|  PASSED  
      rgb_lagged_sum|  13|   1000000|     100|0.84588097|  PASSED  
      rgb_lagged_sum|  14|   1000000|     100|0.54136425|  PASSED  
      rgb_lagged_sum|  15|   1000000|     100|0.23833361|  PASSED  
      rgb_lagged_sum|  16|   1000000|     100|0.57137305|  PASSED  
      rgb_lagged_sum|  17|   1000000|     100|0.14747197|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.97776036|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.48454646|  PASSED  
      rgb_lagged_sum|  20|   1000000|     100|0.82160554|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.74610951|  PASSED  
      rgb_lagged_sum|  22|   1000000|     100|0.42142407|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.99833452|   WEAK   
      rgb_lagged_sum|  24|   1000000|     100|0.40609802|  PASSED  
      rgb_lagged_sum|  25|   1000000|     100|0.49085713|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.31576798|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.03639471|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.86773733|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.28191068|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.38505411|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.07158512|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.53623481|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.12068926|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.74829521|  PASSED  
             dab_dct| 256|     50000|       1|0.08592986|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.90326970|  PASSED  
        dab_filltree|  32|  15000000|       1|0.10102284|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.39010360|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.13243847|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.09724033|  PASSED  
