#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  2.44e+06  |2031067707|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
#=============================================================================#
   diehard_birthdays|   0|       100|     100|0.58294485|  PASSED  
      diehard_operm5|   0|   1000000|     100|0.54961873|  PASSED  
  diehard_rank_32x32|   0|     40000|     100|0.87876056|  PASSED  
    diehard_rank_6x8|   0|    100000|     100|0.22085685|  PASSED  
   diehard_bitstream|   0|   2097152|     100|0.42209368|  PASSED  
        diehard_opso|   0|   2097152|     100|0.21553323|  PASSED  
        diehard_oqso|   0|   2097152|     100|0.92583956|  PASSED  
         diehard_dna|   0|   2097152|     100|0.75252937|  PASSED  
diehard_count_1s_str|   0|    256000|     100|0.04668661|  PASSED  
diehard_count_1s_byt|   0|    256000|     100|0.85640839|  PASSED  
 diehard_parking_lot|   0|     12000|     100|0.71320308|  PASSED  
    diehard_2dsphere|   2|      8000|     100|0.32776930|  PASSED  
    diehard_3dsphere|   3|      4000|     100|0.95185502|  PASSED  
     diehard_squeeze|   0|    100000|     100|0.19601394|  PASSED  
        diehard_sums|   0|       100|     100|0.04140235|  PASSED  
        diehard_runs|   0|    100000|     100|0.94830858|  PASSED  
        diehard_runs|   0|    100000|     100|0.94258742|  PASSED  
       diehard_craps|   0|    200000|     100|0.62364851|  PASSED  
       diehard_craps|   0|    200000|     100|0.13338089|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.68436875|  PASSED  
 marsaglia_tsang_gcd|   0|  10000000|     100|0.33182002|  PASSED  
         sts_monobit|   1|    100000|     100|0.50384371|  PASSED  
            sts_runs|   2|    100000|     100|0.95059434|  PASSED  
          sts_serial|   1|    100000|     100|0.43425440|  PASSED  
          sts_serial|   2|    100000|     100|0.45495690|  PASSED  
          sts_serial|   3|    100000|     100|0.76100699|  PASSED  
          sts_serial|   3|    100000|     100|0.99223491|  PASSED  
          sts_serial|   4|    100000|     100|0.86608185|  PASSED  
          sts_serial|   4|    100000|     100|0.80817082|  PASSED  
          sts_serial|   5|    100000|     100|0.67445588|  PASSED  
          sts_serial|   5|    100000|     100|0.73090059|  PASSED  
          sts_serial|   6|    100000|     100|0.11016062|  PASSED  
          sts_serial|   6|    100000|     100|0.28552452|  PASSED  
          sts_serial|   7|    100000|     100|0.83559225|  PASSED  
          sts_serial|   7|    100000|     100|0.99798101|   WEAK   
          sts_serial|   8|    100000|     100|0.67467379|  PASSED  
