#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  5.80e+05  |2558026492|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|  17|   1000000|     100|0.98853470|  PASSED  
      rgb_lagged_sum|  18|   1000000|     100|0.73031873|  PASSED  
      rgb_lagged_sum|  19|   1000000|     100|0.81217360|  PASSED  
      rgb_lagged_sum|  20|   1000000|     100|0.50077250|  PASSED  
      rgb_lagged_sum|  21|   1000000|     100|0.99805264|   WEAK   
      rgb_lagged_sum|  22|   1000000|     100|0.12018523|  PASSED  
      rgb_lagged_sum|  23|   1000000|     100|0.91957397|  PASSED  
      rgb_lagged_sum|  24|   1000000|     100|0.99926332|   WEAK   
      rgb_lagged_sum|  25|   1000000|     100|0.33793307|  PASSED  
      rgb_lagged_sum|  26|   1000000|     100|0.84129816|  PASSED  
      rgb_lagged_sum|  27|   1000000|     100|0.18029529|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.31133267|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.48938202|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.64342723|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.80048571|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.91004956|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.48826041|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.74042391|  PASSED  
             dab_dct| 256|     50000|       1|0.67482060|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.38682741|  PASSED  
        dab_filltree|  32|  15000000|       1|0.02786731|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.34505089|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.20124095|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.44644844|  PASSED  
